nrCrt,Denumire agent economic,cod unic de inregistrare
1753,SC BELOMADI SRL,RO17236287
1754,SC BELTAR DIVERS SRL,RO35975490
1755,SC BELVEDERE SRL,RO13643814
1756,SC BENPROD-PAN SRL,RO8836525
1757,SC BENZ-MAR SRL,RO10829791
1758,SC BERLIN SRL,RO6332807
1759,SC BERNARDO PROFI SRL,RO16121068
1760,SC Bernea International SRL,RO9293680
1761,SC BEST PAY QUICK SRL,RO1317610
1762,SC BEST WELLNESS SRL,RO29553564
1763,SC BHM SERVIMPEX SRL,RO18727754
1764,SC BI MOL OIL SRL,RO4013674
1765,SC BIA MARY SRL,RO5717309
1766,SC BIARALEXIMSRL,RO24371677
1767,SC BIG LIONCARM CM SRL,RO34479650
1768,SC BISILUCI SRL,RO29014020
1769,SC BISTRITA SA,RO563004
1770,SC BL PARK SRL,RO15241406
1771,SC BLACK FRITZ SRL,RO29688596
1772,SC BLOOMFRUT SRL,RO24710170
1773,SC BM SHOP SRL,RO22314713
1774,SC BONIPOPA SRL,RO14817617
1775,sc bonna sera rom srl,15451866
1776,sc Bordeiu Mary- Alex srl,34060775
1777,SC BORDI SRL,RO8430305
1778,SC BRAICU COMP SRL,RO2146267
1779,SC BRANECO TRANS SPEDITION SRL,RO27691854
1780,SC BRUMAR SRL,RO11431807
1781,SC BRUTARIE SRL,RO742239
1782,SC BUFET DOBROGEA SRL,RO2075840
1783,SC CABO DEGATA SRL,28122636
1784,SC CALARETUL SRL,RO1138703
1785,SC CALCARIS INVEST SRL,RO28285153
1786,SC CALIMANESTI CACIULATA SA,RO3237150
1787,SC CALIPSO GEF SRL,RO11226039
1788,SC CALLIOPE SRL,RO1347483
1789,SC CALY IMPEX SERVCOM SRL,RO5538095
1790,Sc cÄmara mÄgurii srl,RO38701317
1791,SC CAMELIA SRL,RO1466891
1792,SC CAMELISAN SRL,RO11828620
1793,SC CAMILIAN COM SRL,RO29055071
1794,SC CAMISORADE SRL,38960680
1795,SC CAMRA COM SRL,RO8827950
1796,SC CANAPE SRL,RO0877325
1797,SC CANAY IMPEX SRL,RO9307689
1798,SC CARA REMENY COM SRL,RO21482816
1799,sc cardiff lgd srl,RO33678469
1800,SC CARLALIN COPSA MICA SRL,35474619
1801,SC CARPATIS SRL,RO712360
1802,SC CARTIRO SRL,RO18319984
1803,SC CAS IMPEX SRL,RO8949818
1804,SC CASA DE COMENZI GEMINI SRL,RO13591014
1805,SC CATANI COM SRL,RO4469663
1806,sc Catcom cas 73 srl,37780193
1807,SC CELESTA SRL VASLUI,RO2432285
1808,SC CELLY CONCEPT S.R.L.,38691302
1809,SC CENA SRL,RO7846431
1810,SC CENTRAL MORENI SRL,RO937273
1811,sc ceres com srl,RO8312466
1812,SC CHARTA SRL,RO13921880
1813,SC Che Guevara Social Club SRL,RO33754094
1814,SC CHIMONO COM SRL,RO5226182
1815,SC CICMAR SRL,RO15477076
1816,SC CIPRI COM SRL,16826735
1817,SC CIPRIANO COM SRL,18610575
1818,Sc CLAU srl,RO14065174
1819,SC CLAUS SRL,RO4131904
1820,sc cld ink srl,RO30359201
1821,SC CLIPS SRL,RO9894087
1822,SC CLUB FLASH SRL,15142356
1823,Sc Club srl vaslui,825784
1824,SC CLUB XXI SRL,RO13084569
1825,SC COCHET TEAM SRL,39665310
1826,SC COKTEIL PROD COM SL,RO9268148
1827,SC COLOANA PRODCOM SRL,RO6339007
1828,SC COM ADRANDI SRL,RO1227045
1829,sc com pet srl,RO15692872
1830,SC COM SANDOINA CALUL BALAN SRL,RO25518602
1831,SC COMAGRIMEX SA,RO1517189
1832,SC COMALIMENT SRL,RO2857839
1833,SC COMALIMENT TITAN SA,RO13161432
1834,SC COMAR GR SRL,RO1458180
1835,SC COMAT ROSU SRL,RO21918592
1836,SC COMEDIN IMPEX SRL,RO4338056
1837,SC Comercial Auras 95 SRL,8046852
1838,SC COMET IMPEX SRL,15197394
1839,SC COMEX V 2000 SRL,RO3723576
1840,SC COMEXMAR SRL,RO2201051
1841,SC COMEXPERT SRL,RO24183886
1842,SC COMFAVORIT SRL,RO1408394
1843,SC COMLE SRL,RO5044229
1844,SC COMPANY CONSULT SRL,RO16713310
1845,SC COMPLET SERV SRL,RO8289002
1846,SC COMPLICES COM SRL,RO10998553
1847,SC Comprod Marirux SRL,RO430970
1848,SC COMSALG SRL,RO2316272
1849,SC COMSERVICE SRL,RO1406490
1850,SC CONCRET A.M.D. SERVCOM 2005 SRL,RO17090105
1851,SC CONDOR PRODSERV SRL,RO4000070
1852,SC CONSAN EXIM SRL,RO12900820
1853,SC CONSDANYDA SRL,28020997
1854,SC CONSULT CONT SRL,RO1323751
1855,SC COPANEX SRL,RO5994229
1856,SC COPMIT PROD SRL,RO5508310
1857,Sc corel com srl,RO9368104
1858,SC CORIF PROD SRL,RO6649482
1859,SC CORIMED OIL SRL,RO21229016
1860,sc corion serv srl,RO8666315
1861,SC CORNEL SRL,RO16400739
1862,SC CORNICHE CAFFE SRL,29091228
1863,SC COSARO IMPEX SRL,RO6570000
1864,SC COSMI PETRANA SRL,38915817
1865,SC COSTI & LILIANA SRL,RO17207842
1866,SC COSTIDORE COMEX SRL,RO2857510
1867,Sc Covoran com srl,RO24382714
1868,SC COZARU ION SRL,40130956
1869,SC CREATY SIGMA BUSINESS SRL,RO1164559
1870,SC CREIÈÄ ROMEXPRES SRL,RO0514265
1871,sc criantik srl,17339410
1872,SC CRINALINA PERFORM SRL,RO24395854
1873,SC CRIORTEX SRL BRAILA,RO3531279
1874,SC CRIS NICOL INVESR SRL,RO8645665
1875,SC CRIS NICOSERV 95 SRL,RO8075734
1876,SC CRIS PRES SRL,RO18215223
1877,SC CRISADI TEAM FORTE SRL,RO36877067
1878,SC CRISAN TRANSCOM SNC,RO6431916
1879,SC CRISAND RETAIL SRL,RO33537460
1880,SC CRISAURA CENTER SRL,RO17370458
1881,SC CRISBO-TRANS SRL,RO4478521
1882,SC CRISON MARKETING SRL.,RO39153441
1883,SC CRISTAL L SRL,RO1360911
1884,SC CRISTAL SRL,RO4043810
1885,SC CRISTALINA SRL,RO8462498
1886,SC CRISTEA SRL,RO7469447
1887,SC CRISTENA MARKET SRL,27780145
1888,SC CRISTITA SRL,RO17348825
1889,sc cristocom alex srl,RO33137765
1890,SC CRONOS SRL,3430819
1891,SC CRV PARTY EVENTS SRL,RO36131953
1892,SC CRYSTYBYBY SRL,RO4852269
1893,SC CSID IMPEX SRL,RO3411884
1894,SC CTB SRL,RO16692714
1895,SC CUBAN TOBACCO SRL,RO36574420
1896,SC CUPIDON SRL,RO2992525
1897,SC CYP MARY SRL,5473913
1898,SC CYRCE SERCO SRL,RO5556539
1899,SC D & D SERVICII SI COMERT SRL,RO325592
1900,SC DACO TIVOLI SRL,32340647
1901,SC DACRI PRODCOM IMPEX SRL,RO10582739
1902,SC DACRITIM SRL,33109145
1903,SC DADY&IRY SRL,RO21809757
1904,SC DAFCO IMPEX SRL,RO14964138
1905,SC DAILY SHOP SRL,RO31738807
1906,SC DAINUS COM SRL,RO9117030
1907,SC DAKAMIGOS MARKT SRL,38324829
1908,SC DALIDANA COM SRL,RO9237109
1909,sc dalimar exim srl,16308938
1910,SC DAMARIS COM.SRL,RO2046349
1911,SC DANEMAR COMPANY SRL,RO5565480
1912,SC DANIA BROTHERS SRL,RO37351752
1913,SC DANIMAD LEVEL SRL,RO30855043
1914,SC DANIOFAN IMPEX SRL,RO9008296
1915,SC DANTONIMPEX SRL,RO14829042
1916,SC DANY SRL,RO3432313
1917,SC DAR MINIMARKET SRL,RO37376170
1918,SC DARIAMARNA SRL,27736530
1919,SC DARILEX ONE SRL,RO39450140
1920,SC DARION DISTRIBUTION SRL,RO27735837
1921,SC DARLING IMPEX SRL,RO9303156
1922,SC DARMIN & MINDAR SRL,39112883
1923,SC Darom impex srl,RO6610598
1924,SC DASIRAMI TEAM SRL,RO30143177
1925,SC Dasti SRL,RO734139
1926,SC DAV OIL SRL,RO17176444
1927,SC DAVID SRL,RO1138274
1928,SC Davis Aliment SRL,RO34645125
1929,SC DAVY STAR PRODCOM SRL,RO6138798
1930,SC DAYTONA INTERNATIONAL SRL,RO0358212
1931,SC DECOM SRL,2155729
1932,SC DEEA SUPERMARKET SRL,39904611
1933,SC DEF IMPORT EXPORT SRL,RO160729
1934,SC DEFIRA COM SERV SRL,RO23817748
1935,SC DELIA SI GABI SRL,RO959115
1936,SC DELTA COMPANY IMPEX SRL,RO26375543
1937,SC DELTA ROM SA,RO6233005
1938,SC DENIMPEX SRL,RO8330675
1939,SC DENY&GABI REGAL SRL,27755575
1940,SC DERILEN COM SRL,RO16893467
1941,SC DESTINYFAM 2010 SRL,RO27483284
1942,SC DIAGAB NIK 2008 SRL,23082565
1943,SC DIAL-ROLI SRL,RO5009590
1944,SC DIAMOND UNIVERSE IMPEX SRL,RO33855196
1945,SC DIDICAGIO SRL,RO34909030
1946,SC DIESEL CAFE SRL,20550114
1947,SC DIM IZAMI SRL,RO28199176
1948,SC DIMEA PREST CONSTRUCT SRL,RO30249144
1949,SC DINAMIC OIL TOP SRL,RO33100057
1950,SC Dinamic Press SRL,10287470
1951,SC DINAROTI SRL,38971108
1952,SC DIRECT PLAY SRL,RO39451790
1953,SC DISCONSTRUCT COMPREST SRL,RO5373787
1954,SC DIVERTIS PROD COM SRL,2162203
1955,SC DMR Shops SRL,RO38004425
1956,SC DO-RA DRAGNEA SRL,RO1523229
1957,sc dodo srl,15508237
1958,SC DODU VALINA SRL,RO7420303
1959,Sc Doiniflor srl focsani,RO10531530
1960,SC DOLCE PAN GOLD SRL,RO28379606
1961,SC DONARIS SA,RO1396001
1962,Sc Doriani Oil Srl,RO26011844
1963,Sc Dorindu srl,RO22829671
1964,SC DORIS AGROCONS SRL,RO17635954
1965,Sc Doris Star Srl,RO3239097
1966,SC DORNAMONT SRL,RO13776888
1967,SC DRAGO FRUCT SRL,RO32951519
1968,SC DRAGRAD SRL,32210434
1969,SC DREAM TEAM OIL SRL,RO33202286
1970,SC DROMADER COM SRL,3727667
1971,SC DROX DISTRIBUTION GROUP SRL,RO24677227
1972,SC DUAL DOBRA SRL,39570813
1973,SC DUBLU LIC&SIC  SRL,RO27204266
1974,SC DUCULICA SRL,RO18024690
1975,SC DUEL COM SRL,RO5153960
1976,SC DUENDE STEEL SRL,RO33150675
1977,SC DUET PAS SRL,RO18721107
1978,Sc DULEANT COMDIVERS SRL,RO34462292
1979,SC DULPROD SRL,RO6523769
1980,SC DUNICEC COM SRL,RO5777602
1981,SC DUNIS SRL,RO4756512
1982,SC DURUGYCOM SRL,RO5934855
1983,SC DUSTER SRL,7783805
1984,SC DUTAN DAN RODIA SRL,RO6287480
1985,SC DWV ECO MARKET SRL,RO36730669
1986,SC DYANA NEW FASHION SRL,32820971
1987,SC EASY-SOLUTIONS SRL,RO21373347
1988,SC ECHINO SRL,RO11835325
1989,SC ECODELM 77 SRL,RO5981563
1990,SC EDARS SRL,RO26367370
1991,SC Edera Com SRL,RO7841493
1992,SC EDEX SRL,RO4377128
1993,SC EDI-MAR COMPANY SRL,RO22846443
1994,SC EDIMAX SRL,RO17191258
1995,SC EDISEI NOU SRL,36121380
1996,SC EDU PRO GRUP SRL,RO25654868
1997,SC EGENOA COM SRL,RO17151105
1998,SC ELA&ANDA SRL,RO24626576
1999,SC ELANI SRL,RO18429324
2000,SC ELDOMIR SRL,RO32548363
2001,SC ELDOR 58 PRODCOM SRL,RO8597592
2002,SC ELE MARKET SRL,RO31572002
2003,SC Electro Valentino SRL,RO23494787
2004,SC ELIONY MARKET SRL,38576362
2005,Sc ELISTONE DECOR SRL,RO34153513
2006,SC ELIXDAN PROD COM IMPEX SRL,RO8614510
2007,SC ELLCOR SRL,22084185
2008,SC ELLITZA CRIS SRL,RO22432050
2009,SC ELMACOM SRL,RO2297502
2010,SC ELMACRIS GOODS SRL,RO36483046
2011,SC ELMIDEX SRL,RO5150270
2012,SC ELMO SRL,RO15945789
2013,SC ELNICO S.R.L.,RO170315
2014,SC ELPIN COM SRL,RO15225575
2015,SC ELTI SRL,RO5031458
2016,SC ELY1999 SRL,RO37606805
2017,SC EMRIS RETAIL SRL,RO34798773
2018,SC ENE-DORKIV SRL,23817462
2019,SC ENEVION COMERT 2003 SRL,RO15616425
2020,SC ENGTINA COMCONS SRL,RO8227867
2021,SC Enigma Consulting SRL,RO18890556
2022,SC ENIS OIL COMPANY SRL,28495260
2023,SC ENKIRO SRL,RO25677004
2024,SC EPALSO SRL,RO11411265
2025,SC ESPRIDOR SERVICE SRL,RO9000403
2026,SC ESSMIR SRL,RO8739905
2027,SC EUPHORIA PUB SRL,RO26538322
2028,SC EURO ALEX IMPEX SRL,RO17434810
2029,SC EURO PLUS SRL,RO16022862
2030,SC EURO RIVA SERV SRL,RO11450809
2031,SC EURO VAMARCOM SRL,RO17671558
2032,sc EUROLUX srl,RO1285143
2033,SC EUROPACT TEAM SRL,RO33496114
2034,SC EUROPICMIC DISCOUNT SRL,RO34498032
2035,SC EUROPLUS SRL,RO0385853
2036,SC EUROTRACON EXPRES SRL,RO15814791
2037,SC EVEREST P&M SRL,9312260
2038,sc evy-cos force srl,RO17941481
2039,sc Exclusive Cafe srl,RO35312595
2040,SC EXFLOR RETAIL SRL,22838009
2041,SC EXIA TRADING SRL,RO15449084
2042,SC EXPLO TRANS SRL,RO15171645
2043,Sc Extra Trade Srl,RO18104454
2044,SC FAIR PLAY COMP.SRL IASI,RO4104489
2045,SC FALCO COM SRL,4720756
2046,SC FAN VIO ROD SRL,RO22024680
2047,SC FANPETROS SRL,RO15896082
2048,SC FARCAS LEGU - FRUCT SRL,RO17897580
2049,Sc Farcas Maria Import Export Srl,2875673
2050,SC FARSCO SERVICE SRL,RO8465265
2051,SC Favorit Impex SRL,RO3615019
2052,SC FELIMOD SRL,RO18580121
2053,SC FIBO CONST ALIMENT SRL,RO30535740
2054,Sc Fiking Fighter Srl,RO32004477
2055,SC FINANCIAL RESTRUCTURING SRL,RO31055774
2056,SC FINE TABAC SHOP SRL,RO37672892
2057,SC FIVAS COM IMPEX SRL,RO2067414
2058,SC FLAGAS SRL,RO10066630
2059,Sc Flamingo Com Mixt Srl,RO4208773
2060,SC FLAMITA SRL,RO3260064
2061,SC Flamtech SRL,RO7924270
2062,SC FLAVIANDA CRISAN SRL,RO27647581
2063,SC FLORADY BETA IMEX SRL,RO34168506
2064,SC FLORALIN- ALIANA SRL,17049491
2065,SC FLOREMI PREST SRL,RO17511638
2066,SC FLORENTINO IMPEX SRL,RO6305411
2067,SC Florin com SRL,1514409
2068,Sc Floripo Trans srl,RO10262572
2069,sc FLORISTABAC srl,RO2263909
2070,SC FLY COM PRODUCT SRL,21168172
2071,SC FOCIUC  COM SRL,RO6403878
2072,SC FOISOR COM SRL,RO17045872
2073,SC FOL-EURO SRL,RO9057264
2074,SC FOREST GECO GROUP SRL,RO27173232
2075,SC FORTE SRL,RO17101867
2076,SC FRANCISC IMPORT EXPORT SRL,RO11438651
2077,SC FRATE SI SORA SRL,RO898824
2078,SC FRATII BROTHERS SRL,RO26123074
2079,SC FRESH HN AGRO SRL,RO26084749
2080,SC FRESH SERVICII SRL,RO0053501
2081,SC FRIGO TEHNICA SRL,RO5761193
2082,SC FROPIN SA,RO4356591
2083,SC FULGER SRL,4507805
2084,SC G&G AGRO SRL,RO8586526
2085,sc gabanto srl,RO36807100
2086,SC GABI SRL,RO3549616
2087,SC GABIDO PLUS SRL,RO34597796
2088,SC GABMA IMPEX SRL,RO7846091
2089,SC GABYTAM INVEST SRL,RO10978254
2090,sc galactin self srl,31408957
2091,SC GAMAR IMPEX SRL,RO8872587
2092,SC GAMMA SRL,RO660341
2093,SC GANCIU COM SRL,RO13034480
2094,SC GASCOM SRL,RO1169653
2095,SC GEAMBASU SRL,RO15801023
2096,SC Geany Dar Market SRL,RO31805388
2097,SC GECRIS IMPEX SRL,RO3147511
2098,SC GEDARALI SRL,RO35131335
2099,SC GEDAS TRANS SRL,RO15896996
2100,SC GEFCONS BUSINESS SRL,RO27624723
2101,SC GELALIX SRL,RO37870342
2102,SC GEMAR COM SRL,RO2400038
2103,SC GENALIEKI SRL,35437858
2104,SC General Com Atyc SRL,RO15856215
2105,SC GENERAL CRYS SRL,RO7478488
2106,SC GENID PREST SRL,RO7962800
2107,SC GENITATI SRL,RO29554861
2108,SC GEO MONA SIM SRL,RO27117798
2109,SC GEO-DAV IMPEX SRL,32972538
2110,SC GEOPOP LELE SRL,RO38423946
2111,Sc Gevamex Srl,RO10577112
2112,SC GHECOSFLOR COM SRL,RO25573704
2113,sc gheval impex srl,RO8437800
2114,SC GHITA COM SRL,RO25754530
2115,SC GHITU SRL,RO165181
2116,SC GI-MI COM SRL,RO14795519
2117,SC GITAV SRL,RO9780309
2118,SC GLASUL CRISULUI SRL,RO18490738
2119,SC GLIANA IMPEX SRL,RO6246145
2120,SC GLOBAL STAR 2001 SRL,RO14336486
2121,SC GLOBUS AGROIND SRL,RO8556878
2122,SC GLORAVI LILI SRL,RO19379925
2123,SC GOBANS IMPEX SRL,4775034
2124,SC GOE TONIAL SRL,RO32580860
2125,SC GOFISH TRADE SRL,RO32196410
2126,SC GOLDPAN GRUP SRL,RO16260376
2127,SC GOOD LUCK MARKET SRL,37163520
2128,"SC GOOD, FRESH@CHEAP SRL",29817461
2129,SC GOSNEA GABRIEL SRL,RO35652279
2130,Sc Gourmet Catering & Retail Srl,RO35949726
2131,sc gpa comimpex srl,RO5883972
2132,SC GRADINA DE VARA BOEMA SRL,RO31402008
2133,SC GRAPINIS COM SRL,RO11557148
2134,SC GREEN DOWNSTREAM SRL,RO33071890
2135,SC GREEN FOOD MARKET SRL,RO34243756
2136,SC GRI DIN SRL,16445412
2137,SC GRIGMAN SRL,RO14783751
2138,Sc Grinstel srl,RO1092916
2139,SC GROUP GAS STATION SRL,RO33213544
2140,SC GT 2004 Management srl,RO16400569
2141,SC Gurmandul Events SRL,RO34305182
2142,SC GVC COMPUTERS SRL,RO15257836
2143,SC GYU-SZI COM SRL,RO9512381
2144,SC H EXIM SRL,RO4148035
2145,SC HADDARA IMPEX SRL,RO4505022
2146,Sc Hani Mixt Srl,RO3950234
2147,SC HAPPY EVENT SRL,RO18220793
2148,sc harvio srl,RO22432158
2149,SC HAYAN SRL,RO6482456
2150,SC HECTRA COM SRL,RO9888123
2151,SC HELIN`S TRADING SRL,RO6591550
2152,sc hexagon import export srl,2898693
2153,SC HIG ROM SRL,RO17100217
2154,SC HOT BOX SRL,RO34850898
2155,SC HRIS ELI SRL,RO1900760
2156,SC HURIAN IMPEX SRL,RO4243193
2157,SC I&M SMART BUSSINES SRL,RO35253243
2158,SC I.D.M KENNEDY GROUP CO S.R.L,RO6562229
2159,SC IANATETI IMPEX SRL,RO8784051
2160,SC IANNRIS MARKET SRL,39833243
2161,SC IBERTRUCK SRL,RO27223993
2162,Sc ICE Impex srl,7770929
2163,SC IDEAL COM SRL,RO2044607
2164,SC IDISCOM SRL,RO15867001
2165,SC IDM KENNEDY CO SRL,RO6599775
2166,sc ilau prod srl,RO5932820
2167,SC ILINCA DANROZ SNC,RO4284444
2168,SC IMBUS IMPEX SRL,RO5196952
2169,SC INA COMERT 96 SRL,RO8677799
2170,Sc Inadia Bar srl,RO10334024
2171,SC INDSER MAR SRL,RO33127583
2172,SC INEJ COM SRL,RO11926202
2173,SC INSTAL ROS SRL,RO16354594
2174,SC Inter David SRL,RO9763014
2175,SC INTERFLEX SRL,RO802608
2176,SC INTERTOP SRL,RO12344318
2177,SC INTIM CENTBAR SRL,RO684294
2178,SC IOAN-VLAD IMPEX SRL,RO25194328
2179,Sc ioana comexim srl,6771381
2180,SC IONESCU ALEX SRL,RO1515340
2181,SC IONMARI SRL,14968792
2182,SC IONYFLORY PROD COM SRL,RO5413253
2183,SC IOSIMAR SRL,RO17638616
2184,SC IP CAM-SHOP.RO SRL,RO28664246
2185,SC IRI-MI CAFFE SRL,RO18873709
2186,SC IRILUC SRL,RO15212630
2187,SC IRIMAKO SRL,RO21585064
2188,SC IRIS DUPLEX 98 SRL,RO10353840
2189,SC ISABELA SRL,RO3275553
2190,SC ISALCOM SRL,RO4332827
2191,SC ISNIS IRICRIS SRL,RO32947178
2192,SC IUDITTA SRL,RO14868335
2193,SC IULIA SRL,RO3232153
2194,SC Izso Universal Com Srl,530503
2195,SC Izvor Mixt Prodmarket SRL,RO36454350
2196,SC J.V.J. Petrolcom SRL,RO9602670
2197,SC JETOIL DOWNSTREAM SRL,RO25119245
2198,SC JOEYSAND INTERNATIONAL SRL,RO29092550
2199,SC JOKERS COMEDY PRODUCTION SRL,RO39075564
2200,SC JOULES S.R.L,RO14865819
2201,SC JULIANA PALACE SRL,RO17947786
2202,SC Kailas Farm SRL,RO38586820
2203,SC KALOSTEF GRUP SRL,RO27435457
2204,SC KAPA VISION SRL,RO36037922
2205,SC KARAVIEM COM SRL,RO0228980
2206,SC KARLO-ROBERTO TRADE-COM SRL,RO25602150
2207,Sc Kasery Serv Srl,RO15889328
2208,Sc kasos com srl,RO17313894
2209,SC Kaza Product Srl,RO17137046
2210,SC KING COMPRES SRL,RO1262786
2211,Sc KOVAFAM  CSEK SRL,RO38531565
2212,SC KRISTAL PLUS SRL,RO16762666
2213,SC KRON VALER VLAD SRL,RO27262143
2214,SC LA BROSCUTA COMPLEX TURISTIC SRL,RO218472
2215,SC LA CATALIN PORUMBELUL SRL,RO26851310
2216,SC La Ionel SLR,RO0488328
2217,SC LA MELU SRL,RO7450479
2218,SC LA SANDA MIK COM SRL,39371241
2219,SC LA SOLAS SRL,RO13287148
2220,SC La trei cai SRL,33893610
2221,SC LABIRINT COM SRL,RO3776414
2222,SC LADOREL COM SRL,RO8458446
2223,SC LAKASILVI SRL,34147457
2224,SC LANNIS TRANS SRL,RO18109338
2225,SC LARASOF MARKET SRL,RO36920914
2226,SC LARION COMEX SRL,RO7877535
2227,SC LARIS SRL,RO2178501
2228,SC LAUR FLORIN SRL,RO11271757
2229,SC LAUR SI RAZVAN SRL,RO6491918
2230,SC Lavi Real Concept SRL,38667932
2231,SC LAVIALEX COLTEA SRL,RO33029674
2232,SC LAZAR COMPANY SRL,RO8423286
2233,SC LECA COM 2000 SRL,RO12036792
2234,SC LECONSTANT SRL,12510526
2235,SC LEGABRIS PREST SRL,RO5864016
2236,SC LEGMAN EXPRES SRL,RO31938570
2237,SC Legra Tex SRL,RO18944591
2238,SC LERONA IMPEX SRL,RO15183089
2239,SC LEU COMEXIM TRANS SRL,RO5518551
2240,SC LEURDA AGRO IMPEX,RO30362223
2241,SC Leusolo Com Srl,RO7802133
2242,SC LIANADA COM SRL,28912848
2243,SC Licante Market SRL,RO32712961
2244,SC LICURICI IMPEX SRL,RO4102968
2245,SC LIDRALIN MOB SRL,RO7882248
2246,SC LILAVAS SRL,826631
2247,SC LILIACUL SRL,RO811266
2248,SC LILION SRL,RO15337439
2249,SC LILIPUT COM SRL,RO6129420
2250,SC LINOLUX COM,RO8958832
2251,SC LIPAS SRL,RO17942541
2252,sc lisse market srl,RO29226198
2253,SC LITTLE STAR SRL,RO18480017
2254,SC LIVORNO STORE SRL,RO26446970
2255,SC LODAVET SRL,RO22925806
2256,SC LONDA SERVCOMIMPEX SRL,RO6297726
2257,SC LONDON STAR SRL,RO27760890
2258,SC LOOLI EKA SHOP SRL,RO40280643
2259,SC LORECATI SRL,RO7792498
2260,SC Lorex Com SRL,RO3875434
2261,SC LORIMER SRL,RO6015400
2262,SC LOTUS FLOR -ALI SRL,15925447
2263,SC LOTUS STEFLEA SRL,15925420
2264,SC Luana SRL,RO5406892
2265,SC LUDREM SRL,RO17939040
2266,SC LUKAS2016 SRL,39825151
2267,SC LUMIELA COM SRL,8579278
2268,SC LUSCANA SRL,11542570
2269,SC LUXI OIL SRL,RO16121190
2270,sc Luxuriant impex srl,RO7774092
2271,SC LUXURYGIFTS SRL,RO35063974
2272,SC M&G COM SRL,RO15110648
2273,SC M.M. ALEX SRL,RO5156672
2274,SC Maci SRL,RO6580080
2275,SC MACO EXPORT IMPORT SRL,RO448768227
2276,SC MACON SRL,RO565838
2277,SC MACOVEI-ACTGEN SNC,RO2864658
2278,SC MACREANU SRL,RO1397813
2279,SC MADA SRL,RO6541102
2280,sc madacadio srl,RO29961954
2281,SC MADALINA SRL,RO1889239
2282,sc madaserv srl,4811730
2283,SC MADIFOL COM SRL,RO16637477
2284,SC MADLEXIS CONSULTING SRL,RO29157454
2285,SC MADRAS PRODCOM SRL,RO4239826
2286,SC MADRIGAL COMERT SRL,RO5273923
2287,SC MADROX SRL,RO4620161
2288,SC MAF FORCE SRL,RO0318692
2289,SC MAGAZIN ATLAS SRL,RO34066581
2290,SC MAGAZINUL EXTRA SRL,RO1456030
2291,SC MAGAZINUL LUI ANDREI SRL,RO35673034
2292,SC MAGES SRL,RO14015079
2293,SC MAGIC GAMES AB SRL,RO31711488
2294,SC MAGIC ROUNDABOUT SRL,RO33870560
2295,SC MAGISTRAL SRL,RO15367693
2296,SC MAGRUM TRADE.SRL,RO38639460
2297,SC Mair Prodcom SRL,RO5076182
2298,SC MAISTERCONSTRUCT SRL,RO13835011
2299,SC MALLINE SHOP SRL,RO37391455
2300,SC MALNIC PROD SRL,RO14535438
2301,sc manco impex srl,RO5800810
2302,SC MARACRED SRL,18203369
2303,SC MARCO FRIG SRL,RO1474096
2304,SC MARCODOR IMPEX SRL,RO4061248
2305,SC MARIART SERV SRL,RO19088500
2306,SC MARIDO COM SRL,RO15508253
2307,SC MARIGE TRADE SRL,RO7694686
2308,SC MARINA SRL,RO6622266
2309,SC MARINEL 2003 SRL,RO15461851
2310,SC MARIVAL IMPEX SRL,3167241
2311,SC MARKET BAICOI SRL,RO37051992
2312,SC MARKET EFORIE SRL,RO31273396
2313,SC MARKET KADRIA SRL,24007391
2314,SC MARKET SRL,RO2700434
2315,SC MARKY SARA SRL,RO16256430
2316,SC MARS MONA IMPEX SRL,RO4815538
2317,SC MARSAT SA,RO2662284
2318,SC MARTEX COM SRL,RO1238214
2319,SC MARTINEL DEEA SRL,33014304
2320,SC MARY LORY SRL,RO5336800
2321,SC MARY PILICI SRL,RO4272296
2322,SC MASIRO SHOP & STATION SRL,RO34805269
2323,SC MATEI TOTAL IOANA - SNC,4497256
2324,SC MATIKA YKL SRL,RO6779130
2325,SC MAURIN COMPANY SRL,RO9649703
2326,Sc Mavi Trans International Srl,RO6767968
2327,SC MAVIDO IMPEX SRL,RO17032473
2328,SC MAX SERVIMEX SRL,RO4707307
2329,SC MC COMIXT SRL,RO9348468
2330,SC MDA SRL,RO5271221
2331,SC MDF FLOMAR SERV SRL,36025707
2332,SC MEANDRE DUO 2001 SRL,RO14105082
2333,SC MECAN SERV SRL,RO9629501
2334,SC MEDIA MARKET MDG 2008 SRL,RO23555299
2335,SC MEDIA TRANS INTERNATIONAL SRL,RO28206435
2336,SC MEDINA SRL,RO5769251
2337,SC MEGAMIXXFLOR SRL,36699520
2338,SC MELA IMPEX SRL,4877883
2339,SC MELBEST TRADING SRL,RO4175030
2340,sc melnibo srl,30453844
2341,SC MELROSE TRADING SRL,RO3077947
2342,SC MENTA PREST COM SRL,RO4552504
2343,SC MERCUR COMEX SRL,RO5766743
2344,SC MEROM SRL,RO15099000
2345,SC MET-CHIM SA,RO1114062
2346,SC METODIC SRL,RO9936557
2347,SC METRO CASH&CARRY ROMANIA SRL,RO8119423
2348,SC METTALEX SRL,RO23102212
2349,SC MIBOJOB SRL,RO32725120
2350,SC MIDA IMPEX SRL,RO2696147
2351,SC MIDAL SERVICES SRL,RO30641589
2352,SC MIGACRIS GRUP SRL,RO16390678
2353,SC MIHA NEK 83 SRL,RO33231729
